#,Cadastral Code,X,Y,Name,Address,Property Owner,Land Use Purpose,Access into property,Parking space markings,Tenant Area (Sq.m),# of Tenant Parking,Public Area (Sq.m),# of Public Parking,Public parking price,Distance to Public Transport - Bus,Access to Public Transport - Bus,Distance to Public Transport Metro,Access to Public Transport Merto,Comment 
1,01.14.11.001.003,479601.655,4617730.48,Vaki Plaza,"I. Chavchavadze Avenue, N 72a","""Vake Plaza"" LLC",Commercial,Yes,Marked,,,,253,Paid,within 400m,Good,beyond 800m,-,20 minutes free. 20 minutes -1 hour 1.5 GEL. 2.5 GEL for more than 1 hour. 18:00 - 9:00 hours 1 GEL. Monthly subscription 450 GEL.
2,01.14.11.003.025,480048.1883,4617644.448,Hausart Plaza,"I. Chavchavadze Avenue, N 60b","""Hausart - Lux"" LLC (owners of apartment units)",Mixed-use,No,Unknown,3456.54,98,,,Free,within 400m,Good,beyond 800m,-,we could not enter. The area of ​​the parking lot is searched on the website of the municipality. (3456.54:35=98.75)
3,01.14.11.027.014,479729.1474,4617401.946,Solo Bank/Nikora,"I. Abashidze St., N 70","""Georgian Development Group"" LLC (owners of apartment units)",Mixed-use,Yes,Marked,6395,188,,40,Free,within 400m,Good,beyond 800m,-,Above ground parking. Barrier entrance
4,01.14.11.007.009,480876.0589,4617476.004,pixel,"I. Chavchavadze Avenue, N 34","LLC ""Trans Invest Capital Georgia""",Retail,Yes,Marked,,66,,10,Paid,within 400m,Good,beyond 800m,-,"Commercial and Retail. 10 Parking is chargeable, all other is only for Tenats. For a purchase of 15 GEL, one hour is free, otherwise we pay 15 GEL. after one hour, the fee for each subsequent hour is 3 GEL."
5,01.14.11.016.039,480654.9959,4617354.512,TBC Bank,"I. Abashidze St., N 21a","LLC ""IMG Development""",Mixed-use,No,Unknown,708,20,,,Free,within 400m,Good,beyond 800m,-,"we could not enter. The area of ​​the parking lot is searched on the website of the municipality. (708:35=20,22)"
6,01.14.11.007.003,481002.4697,4617461.457,KFC,"I. Chavchavadze Avenue, N 30",LLC JDJ  (owners of apartment units),Mixed-use,No,Unknown,2899.87,82,,,Free,within 400m,Good,beyond 800m,-,we could not enter. The area of ​​the parking lot is searched on the website of the municipality. (2899.87:35=82.85)
7,01.15.02.010.042,482335.9757,4617084.947,Stamba,"M. Kostava St., N 14","LLC ""Kostava 14",Hotel & Casino,Yes,Marked,,,,95,Paid,within 400m,Good,within 800m,Good,The first 10 minutes is free. 1 hour 4 GEL. 50 GEL for 24 hours.
8,01.15.04.004.051,482829.3829,4616922.907,Radisson,Rose Revolution Square,"Joint Stock Company ""New Hotel""
LLC ""Limon Rial Istey""",Hotel & Casino,Yes,Marked,,,,120,Paid,within 400m,Good,within 800m,Good,"15 minutes free, 1 hour 6 GEL, 24 hours 100 GEL"
9,01.15.05.008.028,482776.7986,4616735.49,Merani,"Shota Rustaveli Ave., N 42","""Merani Hub"" LLC SJS USA INC's representative office in Georgia ""SJS POTI""        ""WARWICKSHIRE ESTATES LIMITED"" LLC ""WARWICKSHIRE ESTATES"" LLC                      ""G and Kay Development"" LLC",Retail,Yes,Marked,,,,65,Paid,within 400m,Good,within 800m,Good,"20 minutes free, 3 GEL for the next 1 hour and 0.50 GEL for the following hours. Parking is free for 3 hours with a purchase of 20 GEL (There are also offices located on the site)."
10,01.15.04.004.055,482808.5667,4617039.92,Agrohab,"Zviad Gamsakhurdia Named Right Bank, N 80","""Linxer"" LLC",Retail,Yes,Marked,,,,150,Paid,within 400m,Average,beyond 800m,-,"15 minutes free, in case of 25 GEL purchase 90 minutes free. Every next hour 3 GEL. 00:00-09:00 1 hour 1 GEL. (There is also a restaurant on the top floor.) "
11,01.15.03.019.001,482160.4155,4617329.6,Tbilisi concert hall,"Merab kostavas St., N 36/Petre Melikishvili Ave., N 1","Tinatin Kobakhidze,                                                                      Nadia Klimova,                                                                    ""Amirani"" LLC,                                                                            ""Internet Club"" LLC,                                                                     ""Olympic 2014"" LLC,                                                             ""Staring Georgia"" LLC.",Entertainment & Recreation,Yes,Marked,,21,,,Free,within 400m,Good,within 800m,Good,Entry for club members only
12,01.15.03.001.006,482145.8033,4618068.488,Tbilisi Circus,"Heroes Square, N 1","Joint Stock Company ""Circus""",Entertainment & Recreation,Yes,Marked,,,,80,Paid,within 400m,Average,beyond 800m,-,"Probably, parking is working during the period of operation of the circus. Parking is a paid. no information about parking fee "
13,01.15.03.004.051,482391.6645,4617693.275,Sports center for the development of gymnastics,"Zviad Gamsakhurdia Named Right Bank, N8.",Tbilisi municipality,Education,Yes,Unmarked,,,1300,50,Free,beyond 400m,-,beyond 800m,-,Sports center for the development of gymnastics
14,01.15.03.022.090,482510.1011,4617426.321,Nearby to Gulf and Ziraat Bank,"Zviad Gamsakhurdia Named Right Bank, N 96","""Park Lane Biograph"" Ltd.",Other,Yes,Unmarked,,,2210,85,Free,within 400m,Good,within 800m,Average,"There is an empty space. No one controls, used as parking (vacant)"
15,01.15.03.010.135 01.15.03.010.126 01.15.03.010.097,482250,4617400,Grato passage,"Merab Kostava St., N 37a","""Bemon"" LLC
""Grato Passage"" LLC
LLC ""Oasis 9""                                                                                          Municipality",Commercial,Yes,Marked,,,,90,Paid,within 400m,Good,within 800m,Good,"Parking 3 GEL for 1 hour. Each folowing hour 3 GEL. 807 sq.m is (01.15.03.010.135.) private property. 01.15.03.010.126 1234 sq.m.,  01.15.03.010.097 155 sq.m. belongs to the municipality and is used as a common area."
16,01.15.04.017.011,483244.3832,4616425.953,Tbilisi Marriott,"Gia Chanturia Dead End, N 4",GMT Hotels LLC,Hotel & Casino,Yes,Marked,,30,,,Free,within 400m,Good,within 800m,Good,Parking is free for hotel guests. They don't let anyone else
17,01.15.04.017.018,483195.3007,4616474.447,Rustaveli Theater,"Shota Rustaveli Ave., N 17","LLC ""Asset Management and Development Company""",Entertainment & Recreation,Yes,Unmarked,650,25,,,Free,within 400m,Good,within 800m,Good,
18,01.15.04.016.023,483054.7134,4616620.937,Opera,"Shota Rustaveli Ave., N 25","State JSC ""Telasi""",Entertainment & Recreation,Yes,Marked,,45,,,Free,within 400m,Good,within 800m,Good,
19,01.15.04.010.001,483149.6697,4616688.415,Police,"R. Tabukashvili St., N 27","Ekaterine Chikovani,                                       Nanuli Bilashvili,                                                 State,                                                                      LLC ""Kalas"" ,                                              ""Lagidze Plaza"" LLC,                                                               LLC ""Opera Plaza"",                                                  LLC ""Uta"",                                                           Ltd. Lagidze Plaza",Government/Police,Yes,Marked,,23,,,Free,within 400m,Good,within 800m,Good,"Above ground parking. This cadastre shows many owners, including the state, it is not clear who owns what."
20,01.15.05.046.010,483095.1689,4616318.86,Business center,"Besiki St., N 4","Partnership ""Besiki Street 4""",Commercial,Yes,Marked,,,,150,Free,within 400m,Good,within 800m,Good,Commercial and hotel. security is standing but they didn't ask anything to let us in
21,01.18.03.003.030,483894.6801,4616412.744,House of Justice,"Zviad Gamsakhurdia Named Right Bank, N 1","LLC ""Asset Management and Development Company",Service,Yes,Marked,,45,,650,Paid,within 400m,Good,beyond 800m,-,"Entrance 2 GEL. Each folowing hour 1 GEL. (Underground parking is calculated by square footage, 8050 square meters, 230 spaces. 650 in total. This does not include 45 spaces for tenant parking)."
22,A 050,41.697667,44.802947,Orbeliani Square,Atoneli Street,Tbilisi Municipality,Other,Yes,Marked,,,,230,Paid,within 400m,Good,within 800m,Good,"Underground zonal parking, also on one side of the entrance there is a person who asks for money for parking"
23,01.15.04.028.005,483513.2493,4615912.656,Pushkin Park (in front of the business center),"Pushkini St,    Tsekavshiri Nearby territory","LLC ""Tbilisi City""",Other,Yes,Marked,,31,,,Free,within 400m,Good,within 800m,Good,It is probably for Tenants
24,01.15.04.026.012,483462.1528,4615947.908,Business center,"L. Gudiashvili St., N 2","LLC ""Tbilisi City""",Commercial,Yes,Marked,,,,68,Paid,within 400m,Good,within 800m,Good,"15 minutes free, then one hour 8 GEL. Parking is free for hotel guests"
25,01.15.04.024.015,483347.4645,4616208.048,Museum of Fine Arts of Georgia,"L. Gudiashvili St., N 20","Ltd. ""Magti""",Entertainment & Recreation,Yes,Marked,,,,130,Paid,within 400m,Good,within 800m,Good,"0 -1 hour 3 GEL, each subsequent hour 2 GEL, 24 hours 25 GEL."
26,01.15.05.065.008,483341.0984,4615862.404,Galleria Tbilisi (shopping mall),"Shota Rustaveli Ave., N 2","State,      ""Tbilisi Theater Center"" Union,            ""Asset Management and Development Company"" LLC, ""Galeria Tbilisi""             LLC, ""Tbilisi Transport Company"" LLC.",Retail,Yes,Marked,,,,257,Paid,within 400m,Good,within 800m,Good,Free parking after entry 30 minutes.  20 minutes after payment. From 10:00 to 22:00 parking fee 3 GEL per hour. From 22:00 to 10:00 parking fee 1 GEL.
27,01.15.05.066.004,483410.7198,4615759.548,Courtyard Marriott Tbilisi,"Freedom Square, N 4 , (area 66/4)",GMT Hotels LLC,Hotel & Casino,No,Unknown,N/A,N/A,N/A,N/A,Free,within 400m,Good,within 800m,Good,we could not enter. Security did not let us
28,01.15.05.066.039,483345.5216,4615726.647,Ministry of Foreign Affairs,"Giorgi Leonidze St., N 3",State,Government/Police,No,Unmarked,1040,40,,,Free,within 400m,Good,within 800m,Good,
29,01.15.05.076.011,483493.7149,4615486.505,behind the Tbilisi City Assembly,"Lermontovi St., N 8/G. Tabidze St. N 16","LLC ""Sololak Development""",Other,Yes,Unmarked,,,2080,80,Paid,within 400m,Good,within 800m,Good,"1 hour 3 GEL. next hour 1 GEL. 10 hours 5 GEL, 24 hours 10 GEL. (Empty area used for parking, (Vacant)"
30,01.18.03.018.036,483545.0685,4615734.52,Spar,"Pushkini St., N 1-3, (area. 18/26)","Irina Chaduneli ,
Robert Silagadze ,
JSC ""CARTU BANK"" ,
LLC ""Agrosistemebi"" ,
LLC ""Auditory and Consulting office MJI Mediator""
LLC ""Aversi-Parma"" ,
LLC ""Global Real Isteit"" ,
LLC ""Pushkinis 1-3"" ,
LLC ""VVV"" ,",Retail,Yes,Marked,,,,32,Paid,within 400m,Good,within 800m,Good,"1 hour 3 GEL, 24 hours 25 GEL."
31,01.18.03.035.014    01.18.03.035.003,483970,4615730,Shangri La Casino,"Zviad Gamsakhurdia Named Right Bank, N 26a","Maya Vepkhvadze
Manana Kvatadze
Manoni Tkeshelashvili",Hotel & Casino,Yes,Marked,,,,40,Free,within 400m,Good,beyond 800m,-,For casino guest 
32,01.18.03.035.026,483977.7158,4615791.712,Shangri La Casino nearby,"Erekle II Square, N3 - Nearby territory.",Tbilisi municipality,Other,Yes,Unmarked,,,442,17,Paid,within 400m,Good,beyond 800m,-,The area is used for vizitors the surrounding area. 
33,01.18.03.035.004,483928.8006,4615787.431,Georgian Dream Former Office,"Erekle II Square, N 3.","LLC ""New Capital""",Commercial,Yes,Unknown,630,18,,,Free,within 400m,Good,within 800m,Average,we could not enter. The area of ​​the parking lot is searched on the website of the municipality (630:35=18)
34,01.18.03.035.021,483905.5456,4615786.842,Georgian Dream Former Office Nearby,"Erekle II St., (area 35/009).",Tbilisi municipality,Other,Yes,Marked,,,,13,Free,within 400m,Good,within 800m,Average,Municipal parking
35,01.18.03.037.001,483738.5889,4615733.012,Chashnagiri,"k. Afkhazi St., N 25.","Mark Mayo Mullens
Otar Archvadze
LLC ""Kalas""",Entertainment & Recreation,Yes,Marked,,15,,,Free,within 400m,Good,within 800m,Good,It is locked with a Barrier and cannot be accessed for public. Only for tenant
36,01.18.04.001.057,484394.4045,4615231.635,Restaurant Maspindzelo,"Gorgasali St., N 3-s Nearby territory.",Tbilisi municipality,Entertainment & Recreation,Yes,Unmarked,,,650,25,Paid,within 400m,Good,beyond 800m,-,standing a man who coollects parking fees in front of the restaurant Maspindzelo.  the parking fee is not fixed.
37,01.18.04.001.054,484336.5462,4615236.616,Tiflis Palace,"Gorgasali St. , N 3-s Nearby territory.",Tbilisi municipality,Hotel & Casino,Yes,Unmarked,,,364,14,Free,within 400m,Good,beyond 800m,-,for guests
38,01.18.04.019.057,484290.7054,4615152.921,Gulu bath,"Ioseb Grishashvilis St. , N 3-s Nearby territory.",State,Entertainment & Recreation,Yes,Unmarked,,,260,10,Free,within 400m,Average,beyond 800m,-,for guests
39,01.18.04.019.058,484326.7088,4615110.542,Bath N7,"Ioseb Grishashvilis St., N 11.","LLC ""Bath N7""",Entertainment & Recreation,Yes,Unmarked,,,260,10,Free,within 400m,Good,beyond 800m,-,for guests
40,01.18.04.002.003,484469.7844,4615206.302,Mercury,"Gorgasali St., N 9.","""Makro Construction"" LLC",Hotel & Casino,Yes,Marked,,,,10,Free,within 400m,Good,beyond 800m,-,for guests
41,01.18.04.021.031,485347.7458,4614637.549,Restaurant Krtsanis,"Gorgasali St., N 2 , area (21/013).","LLC ""Krtsanis""",Entertainment & Recreation,Yes,Marked,,,,10,Paid,within 400m,Good,beyond 800m,-,standing a man who coollects parking fees in front of the restaurant Maspindzelo.  the parking fee is not fixed.
42,01.18.06.005.033,485346.073,4614095.166,Fresco,"Gorgasali St, N 61 , (nakv 5/33).","LLC ""Fresco New Standard""",Retail,Yes,Marked,,,,40,Paid,within 400m,Good,beyond 800m,-,"15 minutes free. 1 hour and 5 minutes free for a purchase of 5 GEL, each additional hour is 5 GEL"
43,01.18.05.002.096,485566.5232,4614181.854,Municipal Parking/Revenue Office,"Gia Guluas St., N4.",Tbilisi municipality,Service,Yes,Marked,,,,55,Paid,within 400m,Good,beyond 800m,-,Tbilisi parking 
44,01.18.05.001.037,485466.8002,4614469.016,72 behind the school,"Gorgasali St. , N 4a",Kaidzen Sport LLC,Other,Yes,Unmarked,,,676,26,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier. It is unclear who is using the parking lots.
45,01.18.05.001.033,485486.3433,4614304.725,in front of the Revenue Service,"Gia Gulua St., N 22/ Gorgasli St. N 10",Amar International Development Ltd,Other,Yes,Unmarked,,,1950,75,Paid,within 400m,Good,beyond 800m,-,Price 1 GEL (vacant)
46,01.18.05.002.074,485520.5503,4614152.941,Yard of Revenue Service,"Gorgasali St, N 16 , Nearby territory (area 02/074)",Tbilisi municipality,Government/Police,Yes,Marked,,40,,,Free,within 400m,Good,beyond 800m,-,For revenue service employees
47,01.18.05.002.111,485518.1304,4614049.201,Georgian dream office,"Vakhtang Gorgasli St, N 20","Political Union of Citizens ""Georgian Dream - Democratic Georgia""",Commercial,No,Unknown,884,34,,,Free,within 400m,Good,beyond 800m,-,The area of ​​the parking lot is searched on the website of the municipality (884:26=18) 
48,01.18.05.002.106,485565.3925,4614024.818,Public register,"Vakhtang Gorgaslis St, N 22",State,Government/Police,No,Unknown,2590,74,,,Free,within 400m,Good,beyond 800m,-,Underground parking.The area of ​​the parking lot is searched on the website of the municipality (2590:35=74)
49,01.18.05.002.105,485581.8874,4613956.454,Ministry of Justice of Georgia,"Gorgasali St, N 24 a",State,Government/Police,Yes,Marked,,46,,14,Free,within 400m,Good,beyond 800m,-,"They also have underground parking, which we were unable to access. The number of parking spaces is unknown."
50,01.18.05.002.078,485655.1803,4613874.321,Prosecutor General's Office of Georgia,"Gorgasali St, N 24",State,Government/Police,No,Marked,,53,,,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier for employees only
51,01.18.05.002.116,485720.2011,4613946.876,Ministry of Internal Affairs,"Gia Gulua St, N 10",State,Government/Police,No,Marked,,137,,,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier for employees only
52,01.18.05.002.031,485645.6253,4614069.808,Central Criminal Police Department,Gia Gulua St. N 8,State,Government/Police,Yes,Marked,,101,,,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier for employees only
53,01.18.05.002.118,485616.5434,4614100.204,Export - Forensic Department,"Gia Gulua St., N 6",State,Government/Police,Yes,Marked,,20,,,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier for employees only
54,01.18.05.002.084,485591.5781,4614129.792,National Forestry Agency of Georgia,"Vladimer Tsitlanadze I Lane, N 1","LLC ""Melioration of Georgia""",Government/Police,Yes,Marked,,10,,,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier for employees only
55,01.18.05.001.089,485484.6569,4614497.44,National Bank of Georgia (Supervisory Office),"Gia Gulua St, N 2","""Granat Palace"" Ltd",Other,No,Marked,,5,,,Free,within 400m,Good,beyond 800m,-,"5 above-ground parking spaces. It also has a closed underground parking lot, which we were unable to access."
56,01.18.06.019.096   01.18.06.019.065,485400,4613700,New Hospital,"Krtsanisi St,. N 12 / Gorgasli St. N 71","LLC ""New Hospital""",Hospital & Medical,Yes,Marked,,,,298,Paid,within 400m,Good,beyond 800m,-,"15 minutes free. up to 60 minutes 2 GEL, every next hour 1 GEL. entry for taxis is free up to 20 minutes. it has two  cadastre 1. (01.18.06.019.065) 59 parking spaces, 2. (01.18.06.019.096) 111 parking spaces, but there is a (Vacant) area in the same cadastre which Used for parking (free of charged) access to the area It takes place from Gorgasli Street. (3302 sq.m. 127 cars)"
57,01.18.06.019.132,485518.2013,4613646.049,Sport time,"Giorgi Guramishvili St., N 7","""Gyomir+Sport-Time"" LLC
""Sport-Time"" LLC",Entertainment & Recreation,Yes,Unmarked,,,910,35,Free,within 400m,Good,beyond 800m,-,
58,01.18.09.006.018,486156.7242,4613363.785,Pineo Medical Ecosystem,"Gorgasali St., N 93","""Pineo Medical Ecosystem"" LLC",Hospital & Medical,Yes,Marked,,,,103,Paid,within 400m,Good,beyond 800m,-,"15 minutes are free. Up to 2 hours, 3 GEL, each subsequent hour, 1 GEL."
59,01.18.09.003.088,485698.2137,4613665.859,Krtsanis district administration,"Giorgi Guramishvili St., N 6",Tbilisi municipality,Government/Police,Yes,Marked,,11,,,Free,within 400m,Good,beyond 800m,-,It is locked with a barrier. for employees only
60,01.18.09.003.101 01.18.09.003.102 01.18.09.003.105 01.18.09.003.106,485800,4613650,Emergency Situations Management Service of the Ministry of Internal Affairs,"Vakhtang Gorgasli St, N 83/Giorgi Guramishvili St., N 8",State,Government/Police,Yes,Marked,,68,,,Free,within 400m,Good,beyond 800m,-,
61,01.18.09.004.034,486219.377,4613720.83,Ortachali bus station,"Dimitri Gulia St, N 5a","Avtandil Enukidze, Archili Kobakhidze, Tornike Kobakhidze, Marina Sevastidou, Mayor Bakradze, Naira Gatenashvili, Joint Stock Company ""Tbilisi Central Bus Station"",  Simeon Cassidy, Shorena Zedginidze",Service,Yes,Unmarked,,,1950,75,Paid,within 400m,Good,beyond 800m,-,"3 GEL one hour, 5 GEL after one hour."
62,01.18.09.004.034,486219.377,4613720.83,Ortachali bus station,"Dimitri Gulia St, N 5a","Avtandil Enukidze, Archili Kobakhidze, Tornike Kobakhidze, Marina Sevastidou, Mayor Bakradze, Naira Gatenashvili, Joint Stock Company ""Tbilisi Central Bus Station"",  Simeon Cassidy, Shorena Zedginidze",Service,Yes,Unmarked,,,910,35,Paid,within 400m,Good,beyond 800m,-,"3 GEL one hour, 5 GEL after one hour."
63,01.18.10.003.080,488036.3612,4613059.476,Greenway,"Between Cholokashvili Street and River Mtkvari, nearby the complex under constuction, (area 10/005)","""JD Capital"" LLC",Service,Yes,Marked,,,,21,Paid,within 400m,Good,beyond 800m,-,"1 hour, 1 GEL."
64,01.19.30.001.333        01.19.30.001.297,497100,4613300,Airport,Territory of Tbilisi International Airport,"LLC ""Union of Georgian Airports""",Service,Yes,Marked,,,,1021,Paid,within 400m,Good,beyond 800m,-,Parking for up to three hours is 5 GEL for each subsequent hour 1 GEL
65,01.19.26.002.031,497044.2928,4613301.79,Railway station at the airport,"Settlement Airport, nearby to the airport access road, (area 02/024)","""Jiar Property Management"" LLC",Service,Yes,Marked,,,,50,Paid,within 400m,Good,beyond 800m,-,0 - 3 hours 4 GEL.  3 - 6 hours 6 GEL. 6 -12 hours 8 GEL. 24 hours 12₾.
66,01.19.30.001.082,496602.9982,4613834.965,Customs Clearance Zone,"Airport , (Area01/082)","""JSL Group"" LLC",Service,Yes,Marked,,,,125,Paid,within 400m,Good,beyond 800m,-,"L, M1, M2 category vehicles without a trailer is free for the first 15 minutes, up to 3 hours three GEL, up to 12 hours, 5 GEL, 24 hours, 10 GEL"
67,01.19.30.001.261,496802.6068,4613495.13,ibis Hotel,"Tbilisi City, Airport","LLC ""Fujin Silk Froferty""",Hotel & Casino,Yes,Marked,,,,15,Free,within 400m,Good,beyond 800m,-,
68,01.19.30.001.182   01.19.30.001.280,496750,4613650,Police,"Europe St., N 27",State,Government/Police,Yes,Marked,,,,17,Free,within 400m,Good,beyond 800m,-,"The existing parking is located on two cadastres, both belong to the state, but the police area is located on the following cadastre 01.19.30.001.182 "
69,01.19.15.001.098,496202.9843,4615398.239,Gebruder Vais,"Europe St., N 4b","LLC ""Gebruder Vais""",Other,Yes,Marked,,20,,,Free,within 400m,Bad,beyond 800m,-,Warehouse
70,01.19.15.002.027,496450.6456,4615148.617,Gebruder Vais,"Europe St., N 4","LLC ""Gebruder Vais""",Other,Yes,Marked,,57,,,Free,beyond 400m,-,beyond 800m,-,Warehouse
71,01.19.15.001.129,496761.5143,4615637.081,duraturn,"Nearby Wholesale trade base ""Cekavshiri"", (area 01/022).","LLC ""Ertoba""",Retail,Yes,Marked,,,,7,Free,within 400m,Good,beyond 800m,-,
72,01.19.15.003.022,497082.0307,4615667.28,Nikora,"Kakheti Highway, Nearby the fruit and vegetable base, (area 03/22)","LLC "" A and Co""",Retail,Yes,Marked,,,,33,Free,within 400m,Average,beyond 800m,-,
73,01.19.15.003.049,497278.4326,4615652.054,Wissol,"Kakheti Highway, Nearby the universal base, (area 03/048)","JSC ""Visol Petroleum Georgia""",Retail,Yes,Marked,,,,5,Free,within 400m,Bad,beyond 800m,-,
74,01.19.15.005.090,497746.8468,4615620.134,Greenway,"Kakheti Highway, N 147","JSC ""Greenway Georgia""",Service,Yes,Marked,,,,15,Free,within 400m,Bad,beyond 800m,-,
75,01.19.15.008.098,498825.9807,4615505.173,Gorgia,"Kakheti Highway, N 273a","""Mia Construction"" Ltd",Retail,Yes,Unmarked,,,1040,40,Free,within 400m,Good,beyond 800m,-,
76,01.19.14.004.004,500024.5373,4615479.551,Adjacent to the oil depot,"Kakheti Highway, nearby oil base , (area. 04/004)","Ltd ""Tega""",Retail,Yes,Unmarked,,,2100,80,Paid,within 400m,Bad,beyond 800m,-,3 GEL
77,01.19.14.004.012,499867.1015,4615491.058,Adjacent to the oil depot,"Kakheti Highway, nearby oil base","LLC ""Ilori-2005""",Other,Yes,Unmarked,,,3370,129,Paid,within 400m,Bad,beyond 800m,-,2 GEL. Empty area. Parking is likely used for retail (Vacant).
78,01.19.13.001.011 ,499795,4615540,Askani Winery & Distiller,"nearby  the shopping centre Lilo, (area N1/11)","""Askaneli Winery & Distiller"" LLC",Retail,Yes,Marked,,27,,,Free,within 400m,Bad,beyond 800m,-,For employees only
79,01.19.13.004.045,501089.2388,4615720.545,Crocobeth Lilo Arena,"District Samgori, (area 04/030)",A.I.P. Federation of Motor Sports of Georgia,Entertainment & Recreation,Yes,Unmarked,,,1560,60,Free,beyond 400m,-,beyond 800m,-,
80,01.19.13.002.566,500239.2101,4615764.754,Lilo Molly,"Kakheti Highway,  N 112","Giorgi Kurkhuli, Ekaterine Kvirikashvili, Ilya Shonia, Nani Feradze
Nona Begeluri, ""EM Es Development 2023"" LLC, ""Lilo-Mall"" LLC
LLC ""LiLogic"",""Slg ​​Group 2024"" LLC",Retail,Yes,Marked,,,,1557,Paid,within 400m,Bad,beyond 800m,-,5 GEL
81,01.19.13.002.036,500350,4615550,Lilo Molly,"Kakheti Highway,  N 112",Tbilisi municipality,Retail,Yes,Marked,,,40482,1557,Paid,within 400m,Bad,beyond 800m,-,5 GEL
82,01.19.33.001.270,491051.8534,4613077.206,Gantiadi,"Zurab Iaradjuli St., N 11","Givi Mazanishvili
Joint Stock Company ""Gantiyadi""",Service industry,Yes,Unmarked,,,1300,50,Paid,within 400m,Good,beyond 800m,-,"Entrance fee 1 GEL. There is a restaurant, workshops, warehouses and shops."
83,01.19.34.004.074,490892.759,4613168.753,Police,"Moskovi Ave., N 57",State,Government/Police,Yes,Marked,,,,15,Free,within 400m,Good,beyond 800m,-,
84,01.19.35.005.090,490715.6808,4612892.49,Bokeria Clinic,"Zurab Iaradjulis St., N 8",Joint Stock Company Viani,Hospital & Medical,Yes,Marked,,,,90,Paid,within 400m,Bad,beyond 800m,-,3 GEL
85,01.19.21.003.066,490930.6707,4614826.994,National Movement office,"Kakheti Highway, N 45a","P/G ""United National Movement""",Commercial,No,Unmarked,780,30,,,Free,within 400m,Bad,beyond 800m,-,"They also have underground parking, which we were unable to access. The number of parking spaces is unknown."
86,01.19.21.003.163,491068.6902,4614890.427,Shopping Center Ideal ,"Kakheti Highway, N 83a","""Demas"" LLC",Retail,Yes,Marked,,,,35,Free,within 400m,Bad,beyond 800m,-,
87,01.19.21.003.003,491341.2157,4615036.736,Gulf,"Kakheti Highway, At the electricity transformer junction, in the direction of the airport, near the monument to the cosmonaut.","""Georgian Energy Solutions"" LLC",Other,Yes,Marked,,,,10,Free,within 400m,Average,beyond 800m,-,
88,01.19.21.003.132,491598.1604,4615069.47,McDonald's,"Kakheti Highway, near the ""Isani' shoe factory (area 03/053)","""T and K Restaurants"" LLC",Entertainment & Recreation,Yes,Marked,,,,15,Free,within 400m,Average,beyond 800m,-,
89,01.19.22.002.044,491940.6069,4614958.673,Tbilservis group,"Kakheti Highway, N 67","LLC""Tbil service group""",Government/Police,No,Marked,,50,,,Free,within 400m,Average,beyond 800m,-,
90,01.19.21.002.023,491609.9163,4614691.999,Socar,"kiziki St., N 13 , (area.002/023)",JSC SOCAR Georgia Gas Distribution,Service,Yes,Unmarked,,,520,20,Free,within 400m,Average,beyond 800m,-,
91,01.19.21.002.352,490513.1149,4614334.743,New design," Ekaterine Baghdavadze St., N 17","""Fazisi"" LLC",Retail,Yes,Marked,,,,25,Free,beyond 400m,-,beyond 800m,-,
92,01.19.21.003.094,491514.3298,4614927.746,Modusi,"Kakheti Highway, nearby N 65","LLC ""Modus""",Retail,Yes,Marked,,,,70,Free,within 400m,Bad,beyond 800m,-,
93,01.19.22.002.048,491862.6962,4615046.441,Next to Tbilservis group,nearby Kakheti Highway,Tbilisis Municipality,Service,Yes,Marked,,,,33,Free,within 400m,Average,beyond 800m,-,At the entrance of Tbilservi group
94,01.19.24.007.030,493523.7163,4614670.917,Impexfarm,"military settlement, I St, N2.",Impexfarm Ltd,Hospital & Medical,Yes,Marked,,,,17,Free,within 400m,Bad,beyond 800m,-,
95,01.19.25.001.362,495326.8196,4615470.664,Center-Pty,"Kakheti Highway, N 141",Training and Examination Center Ltd. Pty,Education,Yes,Marked,,,,18,Free,within 400m,Good,beyond 800m,-,
96,01.19.25.001.349,495389.4686,4615420.334,Lugar Research Center,"Kakheti Highway, N 99",State,Hospital & Medical,Yes,Marked,,75,,35,Free,within 400m,Good,beyond 800m,-,
97,01.19.25.014.038   01.19.25.014.039,496510,4614000,Air navigation,"Airport; Tbilisi City, Airport, (area 15/026)","LLC ""Sakaeronavigatsia""",Other,Yes,Marked,,,,55,Free,within 400m,Bad,beyond 800m,-,
98,01.19.17.015.004,493723.807,4615235.852,McDonald's,"Settlement Orkhevi, (area 15/004)","LLC ""T. and K. Restaurants""",Entertainment & Recreation,Yes,Marked,,,,22,Free,within 400m,Good,beyond 800m,-,
99,01.19.18.004.016,492741.3812,4615362.195,National Bank of Georgia,"Iason Lortkifanidze St., N 2",state (lease),Service,Yes,Marked,,,,31,Free,within 400m,Bad,beyond 800m,-,
100,01.19.18.005.142 01.19.18.005.144,492620,4615420,Meama,"Givi Amilakhvari St., N 6","""Meama"" LLC",Commercial,Yes,Unmarked,,,1300,50,Free,within 400m,Bad,beyond 800m,-,
